x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
0.4406745433807373,0.6699946522712708,4.4753912220585335e-07,0.49222853779792786,0.615730881690979,-0.02170810103416443,0.5338520407676697,0.5389007925987244,-0.03126678243279457,0.569024384021759,0.4861515462398529,-0.04038984701037407,0.6002324819564819,0.4671960473060608,-0.05001002922654152,0.4809260964393616,0.4264642596244812,-0.018767284229397774,0.49870622158050537,0.3338925242424011,-0.03333292901515961,0.5092447996139526,0.2765289545059204,-0.045319005846977234,0.5166715383529663,0.226485937833786,-0.05451646447181702,0.4407396614551544,0.41950055956840515,-0.019843967631459236,0.43455609679222107,0.31263768672943115,-0.031637709587812424,0.431024968624115,0.2467689961194992,-0.042094603180885315,0.4258054494857788,0.19290798902511597,-0.05021526664495468,0.40764784812927246,0.43896177411079407,-0.02389848604798317,0.38333356380462646,0.35325926542282104,-0.03645973652601242,0.3694366216659546,0.29654890298843384,-0.04825848713517189,0.35867956280708313,0.24461883306503296,-0.05686512216925621,0.3799338638782501,0.48058629035949707,-0.030407074838876724,0.3456268906593323,0.43025538325309753,-0.04319688305258751,0.3234866261482239,0.39435485005378723,-0.050764765590429306,0.3057706356048584,0.3572582006454468,-0.05587093532085419
0.42989104986190796,0.6915127635002136,4.6033787270971516e-07,0.47884291410446167,0.6358510255813599,-0.02328348346054554,0.5198957920074463,0.5586836338043213,-0.03506924584507942,0.5546174645423889,0.502259373664856,-0.04613008722662926,0.5856470465660095,0.478460431098938,-0.05785812810063362,0.46790289878845215,0.4475317597389221,-0.024311957880854607,0.4851016700267792,0.35379043221473694,-0.04135296866297722,0.4956590533256531,0.29442864656448364,-0.05492960289120674,0.5037113428115845,0.24169446527957916,-0.06524889171123505,0.428311288356781,0.44123607873916626,-0.025574807077646255,0.42130395770072937,0.33526724576950073,-0.03964269906282425,0.41648751497268677,0.26917973160743713,-0.051380258053541183,0.41044187545776367,0.21373239159584045,-0.060470301657915115,0.39526432752609253,0.46207523345947266,-0.029670562595129013,0.3704913854598999,0.3763338625431061,-0.04423804208636284,0.35564684867858887,0.31906479597091675,-0.05638739466667175,0.3440490961074829,0.26606059074401855,-0.06529907882213593,0.36755192279815674,0.5051611065864563,-0.03622210770845413,0.3331592082977295,0.45542359352111816,-0.05044494569301605,0.31098589301109314,0.4199732840061188,-0.05821014568209648,0.2929193079471588,0.3826744854450226,-0.06344722956418991
0.4299618899822235,0.6906387805938721,4.614947499703703e-07,0.47836989164352417,0.6359196305274963,-0.02389519102871418,0.5192136168479919,0.5586292743682861,-0.03616312891244888,0.5542581081390381,0.502223014831543,-0.04768338426947594,0.5853891372680664,0.47819089889526367,-0.059866249561309814,0.46817728877067566,0.44715553522109985,-0.025121359154582024,0.48536553978919983,0.3538401424884796,-0.042592234909534454,0.496021568775177,0.2944992780685425,-0.056430257856845856,0.5042850375175476,0.241642028093338,-0.06693089753389359,0.4285038113594055,0.440716028213501,-0.026239890605211258,0.4214807450771332,0.33506250381469727,-0.040683627128601074,0.41672283411026,0.26888608932495117,-0.05256059020757675,0.41085296869277954,0.21303346753120422,-0.06176081672310829,0.39538949728012085,0.461603045463562,-0.030255887657403946,0.37084558606147766,0.37607789039611816,-0.045163579285144806,0.3560013473033905,0.31856095790863037,-0.05741877853870392,0.3444660007953644,0.2652135491371155,-0.06637177616357803,0.3678017556667328,0.5047099590301514,-0.03679965063929558,0.3337077498435974,0.4547988772392273,-0.051308564841747284,0.3113047480583191,0.41923457384109497,-0.05926701799035072,0.2929704785346985,0.38194534182548523,-0.06463620066642761
0.43026021122932434,0.6903104782104492,4.57674275367026e-07,0.4795394539833069,0.6361302733421326,-0.023463444784283638,0.5205252766609192,0.5589491128921509,-0.03498135507106781,0.5548796653747559,0.5020717978477478,-0.04576566442847252,0.5853900909423828,0.47872933745384216,-0.05719398707151413,0.46869394183158875,0.4475516974925995,-0.023852592334151268,0.4856373965740204,0.35467156767845154,-0.04065420851111412,0.4962862730026245,0.2956360876560211,-0.05414262041449547,0.5044118762016296,0.24319548904895782,-0.06442413479089737,0.4289901852607727,0.44115301966667175,-0.024875342845916748,0.42175307869911194,0.3358946442604065,-0.038778744637966156,0.4169977903366089,0.26992249488830566,-0.050465479493141174,0.41098910570144653,0.2144312858581543,-0.05954032018780708,0.39601069688796997,0.4617058038711548,-0.028784455731511116,0.371226966381073,0.37667572498321533,-0.04321730136871338,0.35648778080940247,0.31963708996772766,-0.055411968380212784,0.34491291642189026,0.2669847011566162,-0.06433069705963135,0.3683854639530182,0.5043064951896667,-0.03520100563764572,0.33408617973327637,0.4546324610710144,-0.0493604950606823,0.31170758605003357,0.4190867841243744,-0.05726654827594757,0.293398916721344,0.38198861479759216,-0.06260865926742554
0.43015649914741516,0.6905516386032104,4.599692431384028e-07,0.4798353612422943,0.6357780694961548,-0.02342422865331173,0.5206443071365356,0.5592454671859741,-0.03491368144750595,0.5546088218688965,0.5026888251304626,-0.045700378715991974,0.5854105949401855,0.479958176612854,-0.05710224062204361,0.46920788288116455,0.4484187960624695,-0.023366626352071762,0.4862537682056427,0.3547917604446411,-0.040022097527980804,0.4970199167728424,0.2956218421459198,-0.053411658853292465,0.5052782893180847,0.2434305101633072,-0.06360181421041489,0.4297913610935211,0.4421384930610657,-0.024339402094483376,0.42272859811782837,0.33702367544174194,-0.038083288818597794,0.4180701971054077,0.2709435820579529,-0.04973727837204933,0.4121566414833069,0.21551093459129333,-0.058793310075998306,0.39683082699775696,0.46247583627700806,-0.02823346108198166,0.37218934297561646,0.37754008173942566,-0.04256659746170044,0.35755249857902527,0.3205431401729584,-0.054812703281641006,0.3460317552089691,0.2680278420448303,-0.06376342475414276,0.36903584003448486,0.5046786069869995,-0.034633371978998184,0.33493661880493164,0.45486605167388916,-0.04873565956950188,0.3126189112663269,0.4194677174091339,-0.05665076524019241,0.2942100167274475,0.3826112747192383,-0.06199296563863754
0.43053650856018066,0.6908897161483765,4.5430257955558773e-07,0.47928139567375183,0.6360462307929993,-0.023567112162709236,0.5197099447250366,0.559349775314331,-0.03552725911140442,0.5541501045227051,0.5032228827476501,-0.046764474362134933,0.5846951603889465,0.4788089990615845,-0.05872659757733345,0.46836501359939575,0.45039960741996765,-0.025067264214158058,0.485095739364624,0.357255220413208,-0.04230267181992531,0.4956524968147278,0.2979496717453003,-0.056020453572273254,0.503797709941864,0.24463430047035217,-0.06648208945989609,0.42882150411605835,0.4438343644142151,-0.02630019374191761,0.42172202467918396,0.33878350257873535,-0.040576595813035965,0.41674113273620605,0.2732193171977997,-0.052403904497623444,0.4104660451412201,0.2173958718776703,-0.06162123382091522,0.39589327573776245,0.46433037519454956,-0.030353855341672897,0.37110140919685364,0.37946686148643494,-0.04503171518445015,0.35620641708374023,0.3229835033416748,-0.05714310333132744,0.3444751501083374,0.2702309489250183,-0.06609891355037689,0.368312269449234,0.5070195198059082,-0.03691459447145462,0.3338221609592438,0.4576740264892578,-0.05114978179335594,0.31145069003105164,0.42266345024108887,-0.058927442878484726,0.2931342124938965,0.38574206829071045,-0.0642654299736023
0.4296533167362213,0.6917536854743958,4.662472576910659e-07,0.47861725091934204,0.637052059173584,-0.023799074813723564,0.5195832252502441,0.5613923072814941,-0.03590162470936775,0.5533482432365417,0.5057647228240967,-0.04725410416722298,0.5837591886520386,0.4823852479457855,-0.05921246111392975,0.4675929844379425,0.44980111718177795,-0.024610226973891258,0.48498642444610596,0.3563985228538513,-0.04195447266101837,0.49606138467788696,0.2972443103790283,-0.055737145245075226,0.5046087503433228,0.24484260380268097,-0.06611190736293793,0.42809948325157166,0.44382765889167786,-0.025641044601798058,0.4210682809352875,0.3383325934410095,-0.03998200595378876,0.416532427072525,0.27221569418907166,-0.051835011690855026,0.4107491970062256,0.21652910113334656,-0.060963306576013565,0.3952963054180145,0.4645634889602661,-0.029577648267149925,0.3705286681652069,0.37956035137176514,-0.04431384429335594,0.3558523654937744,0.32238560914993286,-0.056469954550266266,0.34437841176986694,0.26941123604774475,-0.06529733538627625,0.36787253618240356,0.5070807933807373,-0.036042243242263794,0.3336923122406006,0.4572441875934601,-0.05034177005290985,0.31144076585769653,0.4215155243873596,-0.05817284435033798,0.2931844890117645,0.384099543094635,-0.06340797990560532
0.4297887980937958,0.6923133730888367,4.6592387548116676e-07,0.4788408875465393,0.6375253796577454,-0.023450182750821114,0.5199024081230164,0.561455488204956,-0.03519424423575401,0.5538487434387207,0.5051644444465637,-0.046253837645053864,0.5843892693519592,0.4830339252948761,-0.05792040750384331,0.4679350256919861,0.44982653856277466,-0.023547718301415443,0.4854831397533417,0.35650205612182617,-0.040553394705057144,0.49661266803741455,0.2972956597805023,-0.054217323660850525,0.5051736235618591,0.2449766844511032,-0.06455084681510925,0.4284818768501282,0.44391635060310364,-0.024632735177874565,0.421554297208786,0.3387224078178406,-0.0386202335357666,0.4169425964355469,0.27260667085647583,-0.0503271222114563,0.4111204147338867,0.2169109284877777,-0.05938708409667015,0.3956994116306305,0.4644491374492645,-0.028653590008616447,0.3710689842700958,0.37897980213165283,-0.043053776025772095,0.3563852906227112,0.32178232073783875,-0.055088575929403305,0.3449167311191559,0.2689208388328552,-0.06385936588048935,0.36820563673973083,0.5068231225013733,-0.03520961105823517,0.3339667320251465,0.456673800945282,-0.04920748621225357,0.31177663803100586,0.4209088385105133,-0.056912217289209366,0.2936355173587799,0.3834936022758484,-0.062081579118967056
0.42948901653289795,0.693733811378479,4.6592543867518543e-07,0.4777110815048218,0.6367055177688599,-0.024099836125969887,0.5178433656692505,0.5605103969573975,-0.03663837909698486,0.551550567150116,0.5034472942352295,-0.048314936459064484,0.5810196399688721,0.4777882993221283,-0.060528989881277084,0.4658471345901489,0.4492413401603699,-0.024937722831964493,0.4830928444862366,0.3571413457393646,-0.041979577392339706,0.4933434724807739,0.29841098189353943,-0.055702902376651764,0.5009168386459351,0.2453119158744812,-0.06623290479183197,0.4264760911464691,0.4429325461387634,-0.025980548933148384,0.41943514347076416,0.33871424198150635,-0.04018982872366905,0.41452014446258545,0.2736811637878418,-0.05207538977265358,0.40822362899780273,0.2178063988685608,-0.06128548085689545,0.39374876022338867,0.46367770433425903,-0.029904145747423172,0.3692018985748291,0.3786407709121704,-0.04455602541565895,0.3541678190231323,0.3220916986465454,-0.0567469447851181,0.34218406677246094,0.26943424344062805,-0.06571251153945923,0.36640486121177673,0.5062531232833862,-0.03634824603796005,0.331683486700058,0.4576428532600403,-0.050486449152231216,0.30932891368865967,0.4229814410209656,-0.05828390643000603,0.2911302149295807,0.3865617513656616,-0.06356838345527649
0.42796066403388977,0.6907674074172974,4.607199741712975e-07,0.47695988416671753,0.6358060836791992,-0.023163218051195145,0.5175105929374695,0.5600782036781311,-0.03495350852608681,0.5512446761131287,0.5036366581916809,-0.046066559851169586,0.5815786123275757,0.48182669281959534,-0.05788397416472435,0.46494102478027344,0.4502400755882263,-0.024250542744994164,0.4821361005306244,0.3574848175048828,-0.04141775891184807,0.49286994338035583,0.2980506420135498,-0.055137988179922104,0.5009924173355103,0.24523986876010895,-0.06552661210298538,0.42553043365478516,0.44445985555648804,-0.025532502681016922,0.418214350938797,0.3388614058494568,-0.03976597636938095,0.41372573375701904,0.27263540029525757,-0.05143662914633751,0.4080621004104614,0.2170836627483368,-0.060442134737968445,0.39289242029190063,0.4653715193271637,-0.02963736467063427,0.36785024404525757,0.3803873360157013,-0.04422910511493683,0.35316765308380127,0.3231147527694702,-0.05621149763464928,0.3417448401451111,0.27035418152809143,-0.06493079662322998,0.3657844364643097,0.508094072341919,-0.03621001914143562,0.3312452435493469,0.4585462212562561,-0.05033623427152634,0.3090038299560547,0.42280200123786926,-0.05803937092423439,0.2908422350883484,0.3855312168598175,-0.06322650611400604
